id,recency,history_segment,history,mens,womens,region,newbie,channel
72280,11,1,81.88,1,0,1,1,0
72281,11,3,253.34,0,1,1,1,1
72282,8,5,632.58,1,1,0,1,2
72283,10,1,29.99,1,0,1,0,1
72284,7,1,63.61,0,1,1,0,1
72285,2,1,54.94,1,0,1,0,1
72286,1,2,178.55,0,1,1,0,1
72287,7,2,134.36,1,0,0,1,0
72288,8,5,603.57,0,1,0,1,1
72289,2,1,29.99,0,1,1,0,1
72290,8,2,153.31,0,1,1,0,1
72291,10,2,187.68,1,0,0,1,1
72292,4,1,90.72,0,1,0,1,0
72293,8,1,29.99,0,1,1,0,1
72294,11,3,319.09,1,0,0,1,1
72295,5,1,71.99,1,0,0,1,0
72296,9,1,29.99,1,0,1,1,1
72297,6,1,32.64,1,0,0,0,1
72298,6,3,217.65,0,1,1,1,0
72299,1,5,558.6,1,0,1,1,1
72300,4,1,78.1,0,1,0,1,1
72301,3,2,170.73,1,0,1,0,0
72302,1,1,73.6,0,1,0,1,1
72303,7,3,330.83,1,1,2,0,0
72304,7,2,185.66,0,1,2,1,1
72305,3,3,233.5,1,0,1,0,2
72306,1,1,89.18,0,1,0,0,0
72307,2,7,1095.23,0,1,0,1,1
72308,3,2,161.22,1,0,0,0,0
72309,11,1,85.29,0,1,1,0,1
72310,4,2,176.15,1,0,1,1,1
72311,10,4,367.79,1,0,0,1,2
72312,8,2,103.78,1,0,0,0,0
72313,4,1,29.99,0,1,0,0,0
72314,8,1,36.72,0,1,1,1,0
72315,4,1,68.95,1,0,0,0,1
72316,5,2,198.88,0,1,2,0,0
72317,2,5,626.98,1,0,0,1,0
72318,2,1,49.69,0,1,2,1,1
72319,5,3,326.7,0,1,1,0,1
72320,11,2,101.77,0,1,0,1,0
72321,4,1,29.99,0,1,2,1,0
72322,7,2,111.67,1,0,0,1,1
72323,6,2,101.42,0,1,0,0,0
72324,11,3,244.91,0,1,1,0,2
72325,1,5,740.75,1,0,0,1,1
72326,4,3,245.58,0,1,0,0,0
72327,6,1,85.61,0,1,0,0,0
72328,11,2,149.71,1,0,1,1,1
72329,8,2,170.09,1,0,0,1,1
72330,12,3,302.17,0,1,1,1,1
72331,8,5,614.62,1,1,0,1,0
72332,12,1,29.99,0,1,1,1,0
72333,2,1,81.23,0,1,0,0,1
72334,4,2,182.91,0,1,1,0,1
72335,7,1,93.72,1,0,1,1,1
72336,6,3,217.27,0,1,1,0,1
72337,1,2,124.77,1,0,1,0,1
72338,2,6,875.37,0,1,1,1,2
72339,8,2,146.29,0,1,0,0,1
72340,10,1,45.79,1,0,0,0,0
72341,3,5,581.07,0,1,1,1,1
72342,9,1,95.87,0,1,1,1,0
72343,10,1,54.11,1,0,0,1,1
72344,5,1,29.99,1,0,2,1,1
72345,8,3,342.25,0,1,0,0,0
72346,2,2,121.94,0,1,2,0,0
72347,3,3,223.21,1,0,1,1,2
72348,7,7,1306.86,1,1,0,1,0
72349,7,3,224.62,1,1,1,0,1
72350,1,5,502.55,0,1,2,1,1
72351,8,2,191.09,1,0,0,1,0
72352,9,1,74.1,1,0,2,1,0
72353,9,1,75.03,0,1,2,0,1
72354,4,6,970.98,1,0,2,1,1
72355,5,1,73.85,1,0,1,0,1
72356,9,2,166.2,0,1,0,0,0
72357,2,2,184.42,1,0,0,0,0
72358,8,1,40.18,0,1,0,1,0
72359,4,2,167.52,1,0,2,1,1
72360,12,1,48.56,1,0,2,1,1
72361,4,1,84.11,1,0,2,1,0
72362,1,1,83.66,0,1,1,1,1
72363,6,2,157.16,1,0,0,0,0
72364,11,2,188.06,0,1,1,1,0
72365,1,1,29.99,1,0,0,1,1
72366,3,3,323.83,1,1,1,0,0
72367,2,6,860.49,0,1,2,1,1
72368,11,2,169.58,1,0,0,0,1
72369,8,1,39.33,0,1,0,1,1
72370,2,5,653.23,0,1,0,1,1
72371,3,5,616.5,1,0,1,1,1
72372,10,3,266.89,1,0,2,1,1
72373,1,1,71.13,1,0,1,1,0
72374,3,2,172.35,0,1,0,1,0
72375,11,1,85.71,0,1,0,1,0
72376,5,1,29.99,1,0,1,1,1
72377,12,1,46.63,0,1,0,1,0
72378,1,1,29.99,0,1,0,0,1
72379,9,1,46.09,1,0,0,1,0
72380,2,2,192.6,1,0,0,0,1
72381,10,1,55.91,0,1,0,0,1
72382,6,3,320.48,0,1,0,1,0
72383,9,1,29.99,0,1,0,1,1
72384,4,4,479.41,1,1,1,0,1
72385,1,2,114.31,0,1,0,1,0
72386,3,3,277.07,1,1,1,1,0
72387,6,2,174.13,0,1,2,0,0
72388,3,4,462.03,0,1,0,0,1
72389,10,2,107.5,0,1,1,0,0
72390,1,4,382.17,0,1,1,0,1
72391,11,4,373.26,1,0,2,0,0
72392,12,1,38.69,1,0,1,1,0
72393,2,4,351.55,0,1,1,0,0
72394,1,1,29.99,0,1,2,0,1
72395,5,2,185.12,0,1,0,1,0
72396,10,1,29.99,1,0,2,0,0
72397,4,3,349.94,1,0,1,1,0
72398,10,3,208.82,1,0,1,0,0
72399,2,3,213.91,0,1,2,0,0
72400,2,3,273.82,1,0,0,0,0
72401,1,1,61.13,1,0,1,1,1
72402,2,4,353.02,1,0,0,1,0
72403,2,2,175.95,1,0,1,0,0
72404,9,1,29.99,1,0,1,1,0
72405,11,5,658.86,1,1,1,1,0
72406,11,2,195.89,0,1,0,0,1
72407,1,3,338.47,0,1,0,0,0
72408,2,4,487.68,1,1,0,0,2
72409,1,5,526.35,1,0,2,1,2
72410,2,3,273.64,1,0,1,0,0
72411,4,2,110.72,1,0,1,1,1
72412,9,1,29.99,1,0,1,1,0
72413,4,2,183.49,1,0,1,0,1
72414,2,1,29.99,1,0,1,0,1
72415,1,2,171.39,1,0,1,0,1
72416,11,3,338.59,1,0,1,1,1
72417,11,3,202.14,1,0,1,0,0
72418,6,1,79.73,0,1,0,1,1
72419,11,4,497.83,1,0,1,0,2
72420,1,6,908.64,1,1,1,1,1
72421,6,3,301.59,0,1,0,0,0
72422,8,3,212.35,0,1,2,0,0
72423,5,1,66.23,1,0,1,0,0
72424,2,2,173.12,0,1,1,1,0
72425,10,1,29.99,1,0,0,0,0
72426,3,1,75.1,1,0,0,1,1
72427,9,1,29.99,1,0,0,0,1
72428,3,1,41.47,0,1,1,1,0
72429,12,2,154.92,1,0,1,0,1
72430,7,1,29.99,1,0,1,0,0
72431,8,3,290.24,1,0,1,0,1
72432,6,3,293.14,0,1,2,0,1
72433,11,3,242.63,1,1,0,0,0
72434,9,5,536.69,1,0,0,1,2
72435,7,1,47.36,0,1,0,0,1
72436,8,3,237.64,0,1,0,0,0
72437,9,1,78.58,1,0,1,1,1
72438,5,1,94.67,1,0,1,1,1
72439,10,1,61.09,0,1,0,0,1
72440,5,3,345.75,1,0,1,1,1
72441,10,3,260.42,0,1,1,1,0
72442,2,3,217.95,1,1,1,1,1
72443,2,1,82.76,1,0,1,0,1
72444,1,1,50.79,0,1,1,0,1
72445,8,2,105.93,0,1,0,1,0
72446,1,5,574.78,1,1,1,1,2
72447,5,2,126.4,1,0,0,1,0
72448,11,1,29.99,0,1,1,0,0
72449,5,5,520.15,0,1,0,1,2
72450,3,3,319.07,1,1,1,0,1
72451,3,2,160.89,0,1,1,1,0
72452,11,3,224.93,1,1,0,0,2
72453,1,7,1040.24,1,0,1,1,1
72454,4,2,137.48,1,0,0,1,0
72455,1,3,287.67,1,1,1,0,0
72456,2,3,205.95,1,0,0,0,0
72457,3,1,48.62,0,1,2,1,0
72458,12,1,29.99,0,1,0,0,0
72459,4,2,162.84,0,1,0,0,1
72460,9,3,228.86,1,0,1,0,0
72461,10,1,29.99,1,0,1,1,1
72462,10,1,73.09,0,1,1,1,1
72463,5,1,29.99,0,1,1,0,1
72464,2,4,380.69,0,1,0,0,2
72465,2,3,208.64,1,0,2,0,1
72466,10,2,167.15,0,1,0,1,1
72467,2,3,218.07,1,1,2,0,0
72468,6,2,109.3,1,0,1,0,1
72469,1,1,29.99,0,1,1,0,0
72470,3,4,431.68,1,0,1,0,2
72471,7,3,211.54,1,1,1,0,0
72472,2,3,313.44,1,0,1,0,0
72473,6,1,43.26,1,0,0,1,1
72474,5,5,505.55,0,1,1,1,1
72475,2,1,29.99,1,0,0,0,1
72476,1,3,255.56,1,0,0,0,1
72477,9,2,127.81,0,1,1,1,0
72478,8,1,29.99,1,0,1,1,1
72479,4,1,81.72,0,1,1,1,0
72480,10,2,108.92,0,1,1,1,0
72481,6,3,207.44,1,0,0,0,0
72482,9,5,618.17,1,1,0,1,1
72483,5,2,156.97,0,1,0,1,0
72484,1,2,171.63,0,1,0,0,0
72485,9,1,33.04,0,1,1,1,1
72486,4,1,63.11,0,1,1,1,0
72487,2,1,29.99,0,1,0,1,0
72488,1,1,60.71,0,1,2,1,1
72489,10,2,145.17,0,1,2,1,0
72490,5,2,176.34,0,1,2,0,1
72491,12,4,457.19,1,0,0,0,0
72492,9,5,708.82,1,1,1,1,1
72493,8,1,62.78,1,0,2,0,1
72494,9,3,218.8,0,1,0,1,0
72495,3,2,182.47,1,0,0,1,1
72496,1,2,199.0,0,1,1,0,0
72497,10,4,387.05,1,0,0,1,1
72498,1,5,538.94,0,1,1,1,0
72499,1,1,29.99,0,1,0,0,1
72500,10,2,197.35,1,0,1,1,0
72501,10,2,190.84,1,0,1,0,0
72502,3,2,157.88,1,0,0,0,0
72503,4,5,581.61,1,0,1,1,1
72504,6,3,284.83,0,1,0,0,0
72505,10,3,214.63,1,0,2,1,0
72506,4,3,258.97,1,0,1,0,2
72507,10,1,57.98,0,1,1,0,1
72508,4,1,46.07,1,0,0,0,0
72509,1,1,87.23,0,1,0,0,1
72510,8,2,198.11,0,1,2,0,0
72511,3,1,85.19,1,0,2,0,0
72512,7,1,86.66,0,1,0,1,0
72513,10,1,99.61,0,1,1,0,0
72514,3,5,606.7,1,0,0,1,0
72515,9,1,37.99,1,0,1,0,1
72516,9,3,259.65,1,0,1,1,1
72517,3,1,50.33,0,1,2,0,1
72518,5,1,32.39,1,0,2,1,0
72519,4,4,374.5,1,0,1,0,1
72520,10,1,77.11,1,0,1,1,0
72521,10,1,84.31,0,1,0,0,1
72522,2,1,51.43,0,1,0,1,0
72523,9,4,444.82,1,0,0,0,2
72524,1,1,96.38,1,0,0,1,1
72525,7,1,54.29,1,0,1,0,0
72526,3,5,542.63,1,0,0,1,0
72527,2,1,45.98,0,1,1,0,0
72528,10,1,50.62,0,1,0,0,1
72529,5,1,53.41,0,1,1,0,0
72530,2,2,189.04,1,0,2,0,1
72531,6,3,288.79,1,1,1,0,0
72532,10,1,81.1,1,0,1,1,0
72533,1,1,45.32,0,1,1,0,1
72534,1,5,685.43,1,1,1,1,0
72535,2,2,127.37,0,1,1,1,0
72536,10,4,470.48,1,0,1,1,0
72537,1,4,382.84,0,1,1,0,2
72538,6,4,452.96,1,1,1,0,1
72539,4,1,74.04,0,1,0,0,0
72540,12,2,105.28,1,0,0,0,0
72541,6,1,45.29,1,0,0,1,0
72542,4,1,40.8,1,0,1,0,0
72543,10,3,252.5,0,1,0,0,1
72544,1,4,473.56,1,0,2,0,0
72545,1,1,47.38,1,0,1,1,1
72546,12,1,48.31,1,0,1,1,1
72547,11,1,29.99,0,1,1,0,1
72548,6,1,89.58,0,1,2,1,1
72549,2,1,83.01,1,0,0,1,1
72550,5,1,72.54,0,1,2,0,1
72551,4,1,68.2,1,0,1,1,0
72552,4,4,404.74,0,1,1,0,0
72553,3,3,224.72,1,0,2,1,1
72554,8,1,29.99,0,1,0,1,1
72555,2,1,98.96,0,1,0,1,1
72556,1,5,528.43,0,1,0,1,1
72557,2,7,1160.08,1,0,1,1,2
72558,9,1,47.38,0,1,0,1,1
72559,2,3,226.7,1,1,0,0,1
72560,4,4,421.05,1,1,1,0,0
72561,3,5,688.2,0,1,1,1,2
72562,4,4,366.85,1,0,1,1,0
72563,6,2,171.0,1,0,1,0,1
72564,9,5,560.45,1,1,1,1,2
72565,3,4,436.93,1,0,1,0,1
72566,5,2,125.6,0,1,1,1,1
72567,9,2,169.46,0,1,0,1,0
72568,4,4,465.91,1,0,2,0,2
72569,1,5,747.31,0,1,2,1,0
72570,1,3,293.33,1,0,0,0,0
72571,12,2,143.69,1,0,1,0,0
72572,6,1,47.93,0,1,0,0,0
72573,3,3,308.8,1,0,1,0,2
72574,10,1,29.99,0,1,0,1,0
72575,6,2,189.94,1,0,1,1,0
72576,9,2,142.06,0,1,0,0,1
72577,5,6,916.8,1,0,1,1,0
72578,1,5,653.11,0,1,2,1,0
72579,3,5,705.12,0,1,1,1,0
72580,7,1,29.99,0,1,2,0,1
72581,5,3,233.81,1,0,0,0,0
72582,4,1,75.67,1,0,1,0,0
72583,3,6,957.54,1,0,2,1,0
72584,11,1,40.22,0,1,1,1,0
72585,9,1,71.0,0,1,0,0,1
72586,1,2,119.22,0,1,1,0,0
72587,1,1,78.15,0,1,1,1,1
72588,10,2,112.47,1,0,0,1,0
72589,9,1,29.99,0,1,0,0,1
72590,4,1,29.99,0,1,2,1,0
72591,4,1,56.78,0,1,0,1,0
72592,4,2,152.36,1,0,0,0,0
72593,11,1,29.99,1,0,1,0,0
72594,9,2,105.74,1,0,1,0,0
72595,5,2,148.06,1,0,0,0,0
72596,1,4,470.65,1,0,0,0,1
72597,7,3,280.32,0,1,1,1,0
72598,1,3,243.76,0,1,0,1,1
72599,8,1,29.99,1,0,0,1,1
72600,1,3,229.47,1,0,0,1,1
72601,6,2,107.91,0,1,1,0,0
72602,5,1,62.85,0,1,1,0,1
72603,9,3,234.03,1,1,0,0,0
72604,10,1,54.18,0,1,1,1,1
72605,3,7,1319.74,1,1,1,1,2
72606,5,4,350.25,1,0,0,1,0
72607,7,3,310.14,1,0,0,0,1
72608,9,1,46.74,1,0,2,0,0
72609,11,2,175.77,1,0,1,0,1
72610,6,4,410.67,0,1,2,0,1
72611,4,1,29.99,1,0,0,0,0
72612,1,1,29.99,1,0,1,0,0
72613,3,1,76.38,0,1,0,1,1
72614,6,1,29.99,0,1,1,1,1
72615,1,7,2095.48,1,1,1,1,2
72616,10,1,76.37,0,1,1,0,0
72617,2,2,135.36,1,0,0,1,1
72618,5,1,91.65,1,0,0,0,1
72619,8,2,157.67,1,0,0,1,0
72620,2,4,419.24,1,1,1,1,1
72621,1,6,847.16,1,0,1,1,0
72622,10,1,29.99,0,1,1,1,0
72623,3,5,629.68,1,1,0,1,2
72624,12,1,29.99,1,0,0,0,0
72625,2,1,29.99,0,1,1,0,0
72626,7,3,251.25,1,0,0,1,1
72627,9,2,118.17,0,1,0,0,0
72628,10,1,29.99,1,0,2,0,0
72629,10,2,154.92,0,1,1,1,1
72630,10,1,45.13,1,0,1,1,1
72631,10,1,42.48,1,0,0,0,1
72632,5,6,852.28,1,0,1,1,1
72633,5,1,29.99,1,0,1,0,1
72634,12,3,264.58,0,1,1,1,2
72635,10,3,258.12,1,0,2,0,1
72636,10,1,60.39,0,1,1,1,1
72637,10,2,158.96,0,1,1,0,1
72638,1,7,1010.83,1,0,1,1,1
72639,10,1,66.24,0,1,0,0,1
72640,3,4,467.05,0,1,2,1,0
72641,1,1,98.96,1,0,0,0,1
72642,12,3,215.7,1,0,2,0,2
72643,10,1,29.99,0,1,0,0,1
72644,2,1,42.77,1,0,1,0,0
72645,11,1,29.99,0,1,0,1,1
72646,2,1,29.99,0,1,0,1,0
72647,11,1,29.99,0,1,1,1,1
72648,3,1,77.64,1,0,0,0,1
72649,10,1,56.71,1,0,1,0,0
72650,9,6,806.71,0,1,2,1,1
72651,2,1,47.69,0,1,2,0,1
72652,4,2,181.6,0,1,2,1,0
72653,11,3,215.46,1,1,1,0,1
72654,2,1,83.33,1,0,2,1,1
72655,11,3,286.73,1,1,1,0,0
72656,3,4,457.09,0,1,1,0,0
72657,9,3,328.02,0,1,0,0,1
72658,1,1,29.99,1,0,1,0,0
72659,3,1,29.99,0,1,0,1,1
72660,6,6,881.48,1,1,0,1,2
72661,4,1,85.09,1,0,2,1,0
72662,7,3,261.6,0,1,1,0,0
72663,3,2,153.89,0,1,0,1,0
72664,4,2,188.02,0,1,0,0,0
72665,1,4,358.61,1,1,1,0,0
72666,9,2,148.75,1,0,2,1,0
72667,6,2,162.67,1,0,2,0,0
72668,4,2,125.53,0,1,2,1,1
72669,10,3,253.2,1,1,1,0,0
72670,1,4,354.27,1,0,1,0,1
72671,12,1,29.99,1,0,0,1,0
72672,6,1,88.33,1,0,0,0,0
72673,1,3,267.52,1,0,0,0,2
72674,7,1,29.99,1,0,1,1,0
72675,7,1,29.99,1,0,0,1,0
72676,4,1,77.92,0,1,2,1,0
72677,10,2,151.47,1,0,1,1,0
72678,6,1,56.66,0,1,0,0,1
72679,1,3,247.19,1,0,0,1,0
72680,10,1,31.46,1,0,0,1,1
72681,5,1,76.44,0,1,2,0,0
72682,3,1,29.99,1,0,2,0,1
72683,7,5,613.01,1,1,1,1,0
72684,4,5,510.84,1,0,1,1,0
72685,1,5,648.57,0,1,1,1,0
72686,2,3,261.09,0,1,0,0,0
72687,2,1,35.53,1,0,1,0,1
72688,7,1,85.44,0,1,0,0,1
72689,1,2,179.77,1,0,0,1,1
72690,5,4,398.44,1,1,2,0,2
72691,9,4,482.3,1,0,2,0,1
72692,2,4,383.33,1,0,0,0,0
72693,3,1,44.32,1,0,0,0,0
72694,1,1,29.99,1,0,1,1,0
72695,6,3,339.54,1,0,1,1,1
72696,4,2,175.7,1,0,1,0,1
72697,5,2,180.89,1,0,1,0,0
72698,10,1,94.82,0,1,2,0,1
72699,8,2,100.12,0,1,1,1,0
72700,3,4,434.54,1,1,1,1,2
72701,10,5,615.52,0,1,0,1,1
72702,4,3,304.86,1,0,1,1,1
72703,9,1,79.11,1,0,0,1,0
72704,5,3,200.16,0,1,0,0,1
72705,12,2,120.45,1,0,1,0,0
72706,10,2,104.8,1,0,1,0,1
72707,9,3,307.92,0,1,2,0,0
72708,7,2,154.86,0,1,1,0,0
72709,6,5,747.19,1,0,0,1,2
72710,5,5,661.78,1,1,0,1,2
72711,1,2,158.43,0,1,0,1,0
72712,10,2,108.12,1,0,0,0,0
72713,9,3,234.74,0,1,0,1,1
72714,9,1,98.54,0,1,1,0,0
72715,8,1,32.99,0,1,1,1,1
72716,2,5,533.32,1,0,2,1,0
72717,4,2,181.36,1,0,0,1,1
72718,5,2,183.55,1,0,1,0,0
72719,6,6,806.04,0,1,0,1,1
72720,9,1,88.62,0,1,1,1,0
72721,9,3,224.82,1,0,1,0,2
72722,10,1,79.3,1,0,1,1,0
72723,1,3,265.86,0,1,0,0,1
72724,9,1,35.52,1,0,1,0,1
72725,6,1,30.96,0,1,0,1,1
72726,10,1,68.44,1,0,0,0,1
72727,5,4,442.63,0,1,0,0,2
72728,4,1,55.04,1,0,1,1,0
72729,10,3,288.9,0,1,1,0,0
72730,9,1,57.4,0,1,1,0,0
72731,3,5,531.96,1,1,1,1,1
72732,2,2,122.93,1,0,1,1,1
72733,7,2,124.76,1,0,1,0,1
72734,7,3,277.3,0,1,2,1,1
72735,5,2,174.78,1,0,0,0,0
72736,7,5,659.52,1,0,2,1,0
72737,2,1,29.99,0,1,0,1,1
72738,2,3,341.82,1,0,1,0,2
72739,2,3,258.63,1,0,0,1,2
72740,7,1,70.97,1,0,1,0,0
72741,7,3,292.06,1,1,1,0,1
72742,2,1,75.62,1,0,0,1,0
72743,6,2,194.34,1,0,1,0,1
72744,1,6,851.07,0,1,0,1,2
72745,6,3,272.5,1,1,1,0,2
72746,5,2,123.85,1,0,2,1,0
72747,8,3,273.14,0,1,0,1,1
72748,4,4,406.63,1,0,1,0,2
72749,10,1,74.66,0,1,1,1,0
72750,10,1,29.99,0,1,1,1,0
72751,11,2,175.19,1,0,0,1,0
72752,2,3,291.77,1,0,1,0,0
72753,10,1,66.94,0,1,2,1,0
72754,1,1,47.42,1,0,2,1,0
72755,6,4,401.69,1,0,2,0,2
72756,1,2,117.75,1,0,1,1,1
72757,3,4,386.21,1,1,0,0,1
72758,8,5,534.47,1,0,1,1,2
72759,1,2,156.16,0,1,0,0,0
72760,10,1,53.93,0,1,0,0,0
72761,4,2,193.45,1,0,0,0,1
72762,7,5,655.95,0,1,1,1,0
72763,5,2,172.67,0,1,0,1,1
72764,6,1,29.99,1,0,1,0,0
72765,1,4,363.87,1,0,2,0,1
72766,1,3,207.32,1,0,1,1,1
72767,11,1,51.7,1,0,1,0,0
72768,3,2,144.3,0,1,0,1,1
72769,10,3,331.92,0,1,2,0,1
72770,7,2,161.46,0,1,1,1,0
72771,3,2,146.05,0,1,0,0,1
72772,10,4,353.13,1,0,1,0,1
72773,10,1,56.98,1,0,0,0,0
72774,11,3,324.28,1,0,1,1,0
72775,4,1,29.99,1,0,1,0,1
72776,1,1,29.99,1,0,0,0,1
72777,8,5,740.51,0,1,1,1,2
72778,2,5,620.36,0,1,1,1,0
72779,7,5,663.8,1,1,1,1,0
72780,2,4,467.47,1,1,0,0,2
72781,7,5,571.21,0,1,1,1,2
72782,6,1,52.32,0,1,2,0,0
72783,6,5,568.87,0,1,1,1,2
72784,5,3,220.55,1,1,0,1,1
72785,2,4,436.92,1,0,0,1,2
72786,6,2,170.89,0,1,2,1,0
72787,8,3,302.89,0,1,1,0,1
72788,9,1,62.08,1,0,0,1,1
72789,1,1,48.74,1,0,2,1,1
72790,10,2,161.65,1,0,1,0,0
72791,2,3,298.52,1,1,0,1,2
72792,6,2,154.7,1,0,1,0,0
72793,7,1,94.76,0,1,0,1,1
72794,3,5,550.83,1,0,0,1,1
72795,9,3,246.74,0,1,0,1,1
72796,10,2,184.74,1,0,1,1,1
72797,1,1,36.3,0,1,0,1,0
72798,6,2,172.45,0,1,2,1,1
72799,1,5,521.24,1,0,1,1,0
72800,10,2,142.43,1,0,1,0,0
72801,9,5,608.03,0,1,0,1,2
72802,3,6,753.96,0,1,1,1,0
72803,5,1,29.99,0,1,1,1,0
72804,9,1,29.99,0,1,1,0,1
72805,3,5,548.94,0,1,1,1,2
72806,9,1,70.98,0,1,1,1,0
72807,9,2,127.54,0,1,1,0,0
72808,6,1,73.56,0,1,0,0,0
72809,9,5,653.53,0,1,1,1,1
72810,2,1,68.79,1,0,1,0,1
72811,5,2,196.36,1,0,1,0,0
72812,10,6,883.92,1,0,0,1,1
72813,7,4,448.81,1,0,1,0,2
72814,4,1,29.99,1,0,1,0,0
72815,4,1,60.41,0,1,0,1,1
72816,4,2,127.74,1,0,1,1,1
72817,8,1,68.04,0,1,1,0,1
72818,8,1,45.46,0,1,0,1,0
72819,4,5,581.86,1,0,0,1,2
72820,10,2,111.49,0,1,1,0,0
72821,9,1,58.76,1,0,1,1,1
72822,10,1,34.8,1,0,0,1,1
72823,5,2,146.19,1,0,0,0,0
72824,7,2,156.81,0,1,2,0,0
72825,1,1,29.99,0,1,1,1,1
72826,1,5,583.81,1,0,0,1,0
72827,4,1,92.12,1,0,1,1,0
72828,10,1,56.97,1,0,2,0,0
72829,1,3,217.06,1,0,1,1,1
72830,8,2,117.73,0,1,1,1,1
72831,5,3,215.03,0,1,0,1,0
72832,7,1,29.99,1,0,0,1,1
72833,8,2,118.86,1,0,1,1,1
72834,2,3,272.1,0,1,1,1,1
72835,9,1,29.99,0,1,0,0,1
72836,9,3,329.7,1,0,0,0,0
72837,10,3,344.21,1,1,1,0,0
72838,2,2,141.64,1,0,1,1,1
72839,2,4,351.2,1,1,2,0,1
72840,2,2,109.85,1,0,0,0,1
72841,11,2,162.16,1,0,0,0,0
72842,10,1,93.87,1,0,0,1,0
72843,2,6,783.96,0,1,1,1,1
72844,1,3,236.09,0,1,0,0,1
72845,2,1,29.99,0,1,2,1,0
72846,1,2,143.69,0,1,0,1,0
72847,7,2,193.85,1,0,0,0,1
72848,8,2,147.42,1,0,1,1,1
72849,3,3,243.72,1,0,1,1,2
72850,4,1,75.97,1,0,0,0,1
72851,7,5,661.03,1,0,0,1,1
72852,5,3,222.49,1,1,1,1,1
72853,3,2,179.45,0,1,1,1,1
72854,2,1,29.99,1,0,2,1,1
72855,8,1,82.38,0,1,1,1,1
72856,8,2,106.41,0,1,1,1,1
72857,2,1,76.07,0,1,1,0,1
72858,5,1,29.99,0,1,0,0,1
72859,5,2,153.36,1,0,0,0,1
72860,10,2,158.37,1,0,0,0,0
72861,4,1,29.99,0,1,1,1,0
72862,5,3,332.47,0,1,1,1,1
72863,5,2,155.89,0,1,1,0,0
72864,2,1,29.99,1,0,1,1,0
72865,6,2,108.92,1,0,1,0,0
72866,7,3,281.58,1,1,0,1,2
72867,1,4,486.97,1,0,1,0,2
72868,7,1,82.57,1,0,2,1,1
72869,1,3,222.24,1,0,2,0,1
72870,4,1,29.99,0,1,2,1,0
72871,1,4,484.14,1,1,1,0,2
72872,2,2,173.9,1,0,0,1,0
72873,1,4,356.66,0,1,0,0,0
72874,12,1,76.5,0,1,2,1,0
72875,9,1,73.54,1,0,0,1,0
72876,3,1,31.11,1,0,1,0,0
72877,1,5,515.27,1,1,0,1,2
72878,2,2,189.02,0,1,0,1,1
72879,5,1,29.99,1,0,2,0,1
72880,10,4,423.94,1,1,0,0,0
72881,5,1,90.23,1,0,0,1,0
72882,1,2,170.13,0,1,1,1,0
72883,5,3,265.0,0,1,1,0,2
72884,10,1,47.37,1,0,1,1,0
72885,8,1,29.99,1,0,2,0,1
72886,3,1,29.99,0,1,1,1,0
72887,3,1,29.99,0,1,1,1,1
72888,10,1,34.98,1,0,0,0,0
72889,4,3,275.82,1,1,0,0,0
72890,12,3,212.87,1,1,1,1,0
72891,12,3,316.32,0,1,1,0,0
72892,7,1,29.99,1,0,0,1,0
72893,2,3,222.78,1,0,1,1,1
72894,8,1,65.15,1,0,1,1,1
72895,11,2,120.02,1,0,1,1,1
72896,3,5,502.62,1,0,1,1,0
72897,9,3,244.34,0,1,2,0,0
72898,2,1,36.97,1,0,0,1,1
72899,6,1,29.99,1,0,0,1,0
72900,9,1,90.2,0,1,1,1,0
72901,9,5,591.66,1,0,1,1,1
72902,4,3,282.94,1,1,1,1,1
72903,9,5,538.46,0,1,0,1,2
72904,9,1,38.01,0,1,1,1,0
72905,3,2,103.85,1,0,0,1,0
72906,5,2,112.23,1,0,1,1,1
72907,7,4,405.39,0,1,0,0,0
72908,5,3,239.56,1,0,1,0,0
72909,6,1,34.67,1,0,0,1,1
72910,2,2,152.45,1,0,1,0,0
72911,3,4,368.38,0,1,1,0,2
72912,4,1,29.99,0,1,2,1,0
72913,3,3,264.64,0,1,1,0,1
72914,2,2,142.22,1,0,2,0,0
72915,10,1,89.74,0,1,0,1,1
72916,12,1,76.69,1,0,1,0,1
72917,2,5,705.56,1,0,1,1,0
72918,3,4,431.23,1,0,0,0,2
72919,11,2,162.25,1,0,1,0,0
72920,10,1,29.99,1,0,0,1,0
72921,6,2,194.51,0,1,0,0,1
72922,3,3,222.19,1,1,0,0,1
72923,8,1,59.71,1,0,1,0,0
72924,12,4,351.06,0,1,0,0,0
72925,4,4,455.55,1,1,1,0,1
72926,5,3,215.1,1,1,2,0,2
72927,10,2,188.1,1,0,1,0,0
72928,3,6,892.22,0,1,1,1,1
72929,10,1,50.29,1,0,0,0,0
72930,10,3,345.39,1,0,0,1,1
72931,5,2,182.83,0,1,1,0,1
72932,10,2,183.5,1,0,2,1,0
72933,3,2,147.43,0,1,1,0,0
72934,4,1,69.21,0,1,0,1,1
72935,4,4,395.19,1,0,0,0,1
72936,1,6,934.62,1,1,0,1,2
72937,5,7,1667.27,1,1,1,1,2
72938,2,2,198.19,0,1,0,1,1
72939,1,3,304.9,1,1,2,0,0
72940,6,2,101.72,1,0,1,0,1
72941,8,1,29.99,0,1,1,0,1
72942,12,2,109.21,0,1,1,0,1
72943,4,1,29.99,1,0,0,0,0
72944,9,3,339.77,1,0,1,0,1
